Name,sales_in_dollars,market_value_in_dollars,Difference
"Banque Saudi Fransi",4300000000,11800000000,-7500000000
Ipsen,3400000000,10900000000,-7500000000
"Brookfield Renewable",4000000000,11600000000,-7600000000
Masco,7900000000,15500000000,-7600000000
"Host Hotels & Resorts",5400000000,13000000000,-7600000000
"Redeia Corporacion",2200000000,9800000000,-7600000000
"Indus Towers",3500000000,11100000000,-7600000000
Next,6800000000,14500000000,-7700000000
"Aeroports de Paris",5900000000,13600000000,-7700000000
TopBuild,5200000000,12900000000,-7700000000
"Bank of Ningbo",15800000000,23600000000,-7800000000
"W. R. Berkley",12500000000,20300000000,-7800000000
"Hormel Foods",12100000000,19900000000,-7800000000
"Expeditors International",8900000000,16700000000,-7800000000
"CF Industries Holdings",6100000000,13900000000,-7800000000
"U-Haul Holding",5700000000,13500000000,-7800000000
"CapitaLand Investment",2200000000,10000000000,-7800000000
"Abu Dhabi Islamic Bank",3900000000,11800000000,-7900000000
"Taiwan Cooperative Financial",4200000000,12100000000,-7900000000
NiSource,5200000000,13100000000,-7900000000
"Hyatt Hotels",7200000000,15100000000,-7900000000
"Novatek Microelectronics Corp.",3500000000,11400000000,-7900000000
"Ulta Beauty",11200000000,19200000000,-8000000000
Towngas,7300000000,15300000000,-8000000000
"Tokyo Kiraboshi Financial Group",840000000000,848000000000,-8000000000
"Cincinnati Financial",10700000000,18800000000,-8100000000
"Yuanta Financial Holding",4800000000,12900000000,-8100000000
"Westlake Chemical",12200000000,20300000000,-8100000000
"Wharf (Holdings)",2400000000,10500000000,-8100000000
"Otsuka Holding",14500000000,22700000000,-8200000000
Carlsberg,10700000000,18900000000,-8200000000
WSP,10800000000,19000000000,-8200000000
"Dr. Reddy's Laboratories",3400000000,11600000000,-8200000000
"Bank of New York Mellon",36200000000,44500000000,-8300000000
"SM Investments",10300000000,18600000000,-8300000000
"Emirates NBD",20200000000,28600000000,-8400000000
"China Tower Corp.",13300000000,21700000000,-8400000000
"Marathon Oil",6400000000,14800000000,-8400000000
"Haidilao International Holding",5800000000,14200000000,-8400000000
"PKO Bank Polski",9700000000,18200000000,-8500000000
"Ryanair Holdings",14200000000,22700000000,-8500000000
Mediobanca,5400000000,13900000000,-8500000000
"SDIC Power Holdings",7900000000,16400000000,-8500000000
Ball,13300000000,21800000000,-8500000000
FinecoBank,1900000000,10400000000,-8500000000
PulteGroup,16400000000,25000000000,-8600000000
"Packaging Corp of America",7800000000,16400000000,-8600000000
Pandora,4200000000,12800000000,-8600000000
"Founder Securities",1300000000,9900000000,-8600000000
"Compass Group",40100000000,48800000000,-8700000000
Euronext,1600000000,10300000000,-8700000000
"Unibail-Rodamco-Westfield ",3300000000,12000000000,-8700000000
"CapitaMall Trust",1200000000,9900000000,-8700000000
"A.O. Smith",3900000000,12600000000,-8700000000
FirstRand,12400000000,21200000000,-8800000000
"Telkom Indonesia",9800000000,18600000000,-8800000000
XP,3000000000,11900000000,-8900000000
"Wharf Real Estate Investment",1700000000,10600000000,-8900000000
"Resona Holdings",6200000000,15200000000,-9000000000
CDW,21100000000,30100000000,-9000000000
"Sumitomo Realty",6700000000,15700000000,-9000000000
"Guosen Securities",2900000000,11900000000,-9000000000
Telenor,7600000000,16600000000,-9000000000
"Kingspan Group PLC",8700000000,17700000000,-9000000000
Incyte,3800000000,12800000000,-9000000000
"Essential Utilities",1900000000,10900000000,-9000000000
Swedbank,13900000000,23000000000,-9100000000
"Grupo Carso",11300000000,20400000000,-9100000000
"Bank Albilad",2600000000,11700000000,-9100000000
KPN,5900000000,15000000000,-9100000000
Kakao,5900000000,15000000000,-9100000000
UPM-Kymmene,11200000000,20400000000,-9200000000
"China Merchants Expressway Network & Technology Holdings",1500000000,10700000000,-9200000000
"Regions Financial",9200000000,18500000000,-9300000000
"Alliant Energy",4000000000,13300000000,-9300000000
"Tata Power Company",7400000000,16700000000,-9300000000
Almarai,5300000000,14600000000,-9300000000
"Qatar Islamic Bank",2000000000,11400000000,-9400000000
"China Shipbuilding Industry",6900000000,16300000000,-9400000000
SGS,7400000000,16800000000,-9400000000
"Scentre Group",1700000000,11100000000,-9400000000
"Zurich Insurance Group",65400000000,74900000000,-9500000000
"Huntington Bank",11100000000,20600000000,-9500000000
"Standard Bank Group",7800000000,17300000000,-9500000000
"LPL Financial Holdings",10500000000,20000000000,-9500000000
"Booz Allen Hamilton Holding",10300000000,19800000000,-9500000000
Shionogi,3000000000,12500000000,-9500000000
TELUS,14800000000,24400000000,-9600000000
"Wuxi Apptec",5500000000,15100000000,-9600000000
Snap-on,5100000000,14700000000,-9600000000
Clorox,7200000000,16800000000,-9600000000
Barclays,31500000000,41200000000,-9700000000
"Mitsui Fudosan",16500000000,26200000000,-9700000000
"Avery Dennison",8500000000,18200000000,-9700000000
"United Therapeutics",2500000000,12200000000,-9700000000
"Logitech International",4300000000,14000000000,-9700000000
"Discover Financial Services",21600000000,31400000000,-9800000000
"Intact Financial",20300000000,30100000000,-9800000000
DSV,21600000000,31400000000,-9800000000
"Sany Heavy Industry",10200000000,20000000000,-9800000000
Ajinomoto,10000000000,19800000000,-9800000000
Pentair,4100000000,13900000000,-9800000000
"CK Asset Holdings",6200000000,16100000000,-9900000000
"China Resources Beer (Holdings)",5500000000,15400000000,-9900000000
"nVent Electric",3400000000,13300000000,-9900000000
"CTBC Financial Holding",13200000000,23200000000,-10000000000
"Gold Fields",4500000000,14500000000,-10000000000
"Central Japan Railway",11800000000,21900000000,-10100000000
FirstEnergy,12900000000,23000000000,-10100000000
"Eversource Energy",11400000000,21500000000,-10100000000
"E.Sun Financial",4000000000,14100000000,-10100000000
"Kao ",10700000000,20800000000,-10100000000
"Royalty Pharma",2200000000,12300000000,-10100000000
Avantor,6900000000,17000000000,-10100000000
"Puig Brands",4700000000,14800000000,-10100000000
"Targa Resources",15900000000,26100000000,-10200000000
"SS&C Technologies",5600000000,15800000000,-10200000000
"Link REIT",1700000000,11900000000,-10200000000
"Warner Music Group",6400000000,16600000000,-10200000000
"Emaar Properties",7800000000,18200000000,-10400000000
"CLP Holdings",11100000000,21500000000,-10400000000
Santos,6000000000,16400000000,-10400000000
B3,1800000000,12200000000,-10400000000
Halliburton,23100000000,33600000000,-10500000000
"Anglo American",30700000000,41200000000,-10500000000
"Grupo Inbursa",7500000000,18000000000,-10500000000
"Skyworks Solutions",4500000000,15000000000,-10500000000
"National Bank of Canada",18200000000,28800000000,-10600000000
"Qinghai Salt Lake Industry",2600000000,13200000000,-10600000000
"Seres Group",7800000000,18400000000,-10600000000
"Akamai Technologies",3900000000,14500000000,-10600000000
"Informa plc",4000000000,14600000000,-10600000000
"CenterPoint Energy",8500000000,19200000000,-10700000000
"Cholamandalam Investment and Finance",2300000000,13000000000,-10700000000
"Porsche Automobil Holding",5700000000,16500000000,-10800000000
"Nomura Research Institute",5100000000,15900000000,-10800000000
"H World Group",3200000000,14000000000,-10800000000
"DNB Bank",18500000000,29400000000,-10900000000
Nidec,16200000000,27100000000,-10900000000
"Semiconductor Manufacturing International",6300000000,17200000000,-10900000000
"Sungrow Power Supply  ",10000000000,20900000000,-10900000000
"China CSSC Holdings",11300000000,22200000000,-10900000000
"China Tourism Group Duty Free ",8900000000,19800000000,-10900000000
Lennar,35100000000,46100000000,-11000000000
"First Citizens Bank (NC)",14700000000,25700000000,-11000000000
"Shaanxi Coal Industry",21700000000,32700000000,-11000000000
SSE,14300000000,25300000000,-11000000000
Lundbergs,2200000000,13200000000,-11000000000
"Gaming And Leisure Properties",1500000000,12500000000,-11000000000
"Japan Exchange Group",1100000000,12200000000,-11100000000
"Fuyao Glass Industry Group",4700000000,15800000000,-11100000000
"Kimco Realty",1900000000,13000000000,-11100000000
EletrobrÃ¡s,7400000000,18600000000,-11200000000
"Lloyds Banking Group",33100000000,44400000000,-11300000000
"GE Vernova",33200000000,44600000000,-11400000000
"Techtronic Industries",13700000000,25100000000,-11400000000
"CMS Energy",7400000000,18900000000,-11500000000
"InterContinental Hotels",4600000000,16100000000,-11500000000
"W. P. Carey",1700000000,13200000000,-11500000000
"SEB AB",17600000000,29200000000,-11600000000
"Western Digital",11900000000,23500000000,-11600000000
"Advanced Info Service",5500000000,17100000000,-11600000000
CAPITEC,2900000000,14500000000,-11600000000
"Fortis (Canada)",8400000000,20100000000,-11700000000
"Vestas Wind Systems",16500000000,28200000000,-11700000000
"Healthpeak Properties",2300000000,14000000000,-11700000000
"AerCap Holdings",7400000000,19200000000,-11800000000
"Hydro One",5900000000,17700000000,-11800000000
Sony,90000000000,101900000000,-11900000000
Danone,29900000000,41800000000,-11900000000
"Mitsubishi Estate",10400000000,22300000000,-11900000000
Snam,4600000000,16500000000,-11900000000
Olympus,6500000000,18400000000,-11900000000
Watsco,7300000000,19200000000,-11900000000
"Gen Digital",3800000000,15700000000,-11900000000
"Sun Communities",3300000000,15200000000,-11900000000
"Focus Media Information Technology",1600000000,13600000000,-12000000000
Entergy,12000000000,24100000000,-12100000000
"DTE Energy",12000000000,24100000000,-12100000000
Sampo,10000000000,22100000000,-12100000000
Williams-Sonoma,7800000000,19900000000,-12100000000
"Shenzhou International Group Holdings",3500000000,15600000000,-12100000000
"Takeda Pharmaceutical",29500000000,41700000000,-12200000000
"Raymond James Financial",14000000000,26200000000,-12200000000
"Public Bank",5100000000,17400000000,-12300000000
"InterGlobe Aviation",7900000000,20200000000,-12300000000
"Dassault Aviation",5200000000,17600000000,-12400000000
"Carlyle Group",3100000000,15500000000,-12400000000
"Midea Group",53200000000,65700000000,-12500000000
"Lennox International",5000000000,17500000000,-12500000000
"M&T Bank",13100000000,25700000000,-12600000000
Ameren,7300000000,19900000000,-12600000000
Unicharm,6600000000,19200000000,-12600000000
"Alfa Laval",6100000000,18700000000,-12600000000
"Shanghai International Port",5300000000,18000000000,-12700000000
"D.R. Horton",37100000000,49900000000,-12800000000
"Citic Securities",13400000000,26200000000,-12800000000
"Publicis Groupe",16000000000,28800000000,-12800000000
Nordson,2700000000,15500000000,-12800000000
"Henderson Land",3500000000,16400000000,-12900000000
"Edison International",16400000000,29400000000,-13000000000
"Ningxia Baofeng Energy Group",4200000000,17200000000,-13000000000
BCE,18300000000,31400000000,-13100000000
"Mega Financial Holding",5200000000,18300000000,-13100000000
"Fifth Third Bank",13200000000,26400000000,-13200000000
McCormick,6700000000,19900000000,-13200000000
Ferguson,29400000000,42700000000,-13300000000
Telstra,15100000000,28400000000,-13300000000
"PPG ",18200000000,31500000000,-13300000000
"Delta Electronics",12700000000,26000000000,-13300000000
"Goneo GroupClass A",2200000000,15500000000,-13300000000
Naver,7500000000,20900000000,-13400000000
CGI,10700000000,24100000000,-13400000000
"United Microelectronics",7100000000,20500000000,-13400000000
"Domino's Pizza",4500000000,17900000000,-13400000000
"Tourmaline Oil",3900000000,17400000000,-13500000000
Hologic,4000000000,17500000000,-13500000000
Vale,41800000000,55400000000,-13600000000
PPL,8200000000,21800000000,-13600000000
IDEX,3200000000,16800000000,-13600000000
"Aier Eye Hospital Group",2900000000,16500000000,-13600000000
"China National Nuclear Power",10300000000,24000000000,-13700000000
Terna,3400000000,17100000000,-13700000000
Industrivarden,1000000000,14700000000,-13700000000
EQT,4500000000,18200000000,-13700000000
"Teledyne Technologies",5600000000,19300000000,-13700000000
"Seagate Technology",6300000000,20000000000,-13700000000
"Tokio Marine Holdings",48000000000,61800000000,-13800000000
"Atmos Energy",4100000000,17900000000,-13800000000
"ZTO Express (Cayman)",5500000000,19300000000,-13800000000
"Mid-america Apartment Communities",2200000000,16100000000,-13900000000
CaixaBank,25200000000,39200000000,-14000000000
"Pembina Pipeline",6200000000,20300000000,-14100000000
"International Flavors & Fragrances",11400000000,25500000000,-14100000000
"Wanhua Chemical Group",24900000000,39100000000,-14200000000
"Riyad Bank",7100000000,21300000000,-14200000000
Capgemini,24300000000,38600000000,-14300000000
Borouge,5700000000,20000000000,-14300000000
Maybank,11100000000,25500000000,-14400000000
"Coca-Cola Europacific Partners",19800000000,34200000000,-14400000000
"KE Holdings",11000000000,25400000000,-14400000000
NVR,9500000000,24000000000,-14500000000
"AmÃ©rica MÃ³vil",46800000000,61400000000,-14600000000
"China Three Gorges Renewables (Group)",3800000000,18400000000,-14600000000
"Check Point Software",2400000000,17100000000,-14700000000
Prada,5100000000,19800000000,-14700000000
GoDaddy,4300000000,19100000000,-14800000000
"Suncor Energy",36700000000,51600000000,-14900000000
Cognizant,19300000000,34200000000,-14900000000
"Carlisle Cos",5000000000,19900000000,-14900000000
"FactSet Research Systems",2200000000,17100000000,-14900000000
"Nordea Bank",28500000000,43500000000,-15000000000
Henkel,23300000000,38300000000,-15000000000
"Joint Stock Commercial Bank for Foreign Trade of Vietnam",5200000000,20200000000,-15000000000
"Sonova Holding",4100000000,19100000000,-15000000000
Sandvik,11700000000,26800000000,-15100000000
Weyerhaeuser,7600000000,22700000000,-15100000000
"Erie Indemnity",3400000000,18500000000,-15100000000
"Bank of Montreal",53900000000,69100000000,-15200000000
"Restaurant Brands International",7200000000,22400000000,-15200000000
Ventas,4600000000,19800000000,-15200000000
"Latour Ab Investment",2400000000,17600000000,-15200000000
"Aristocrat Leisure",4300000000,19600000000,-15300000000
Coupang,25700000000,41100000000,-15400000000
"Zoom Video Communications",4500000000,19900000000,-15400000000
"Essex Property Trust",1700000000,17100000000,-15400000000
"Schindler Holding",12800000000,28300000000,-15500000000
VeriSign,1500000000,17000000000,-15500000000
"ANZ Group Holdings",40900000000,56500000000,-15600000000
"Robinhood Markets",2100000000,17700000000,-15600000000
"CBOE Global Markets",3700000000,19300000000,-15600000000
Hubbell,5500000000,21100000000,-15600000000
"Moncler SpA",3200000000,18800000000,-15600000000
PG&E,24100000000,39800000000,-15700000000
"Coterra Energy ",5300000000,21000000000,-15700000000
"State Bank of India",71800000000,87600000000,-15800000000
"First Abu Dhabi Bank",20800000000,36600000000,-15800000000
Corpay,3800000000,19600000000,-15800000000
"National Bank of Kuwait ",7800000000,23700000000,-15900000000
eBay,10100000000,26000000000,-15900000000
MTR,7300000000,23200000000,-15900000000
UBS,81300000000,97400000000,-16100000000
"Tractor Supply",14700000000,30800000000,-16100000000
"Saudi British Bank",6000000000,22200000000,-16200000000
Rheinmetall,8000000000,24200000000,-16200000000
"Devon Energy",15100000000,31400000000,-16300000000
Swisscom,12400000000,28700000000,-16300000000
Exelon,22200000000,38600000000,-16400000000
"Alinma Bank",4700000000,21100000000,-16400000000
"Kuaishou Technology",16000000000,32400000000,-16400000000
"Jiangsu Yanghe Brewery",4000000000,20400000000,-16400000000
Kone,11900000000,28400000000,-16500000000
"Align Technology",3900000000,20400000000,-16500000000
"Teck Resources",11300000000,27900000000,-16600000000
NetApp,6200000000,22800000000,-16600000000
WTW,9600000000,26300000000,-16700000000
Dover,8500000000,25300000000,-16800000000
Genmab,2600000000,19400000000,-16800000000
"Daikin Industries",30400000000,47300000000,-16900000000
"Industries Qatar",3100000000,20000000000,-16900000000
"Anhui Gujing Distillery",2600000000,19500000000,-16900000000
"Xcel Energy",13800000000,30800000000,-17000000000
DraftKings,4100000000,21100000000,-17000000000
"Kraft Heinz Company",26600000000,43700000000,-17100000000
"Quanta Services",21500000000,38700000000,-17200000000
"Zimmer Biomet",7500000000,24700000000,-17200000000
Geberit,3400000000,20600000000,-17200000000
"Bajaj Finserv ",13000000000,30300000000,-17300000000
Verbund,10000000000,27300000000,-17300000000
Orsted,8400000000,25700000000,-17300000000
"EMS-Chemie Holding",2400000000,19700000000,-17300000000
"United Overseas Bank",20200000000,37600000000,-17400000000
"First Solar",3600000000,21100000000,-17500000000
Prudential,10900000000,28500000000,-17600000000
"Coal India",17200000000,34800000000,-17600000000
Thales,19900000000,37500000000,-17600000000
"Broadridge Financial",6400000000,24000000000,-17600000000
Steris,5400000000,23000000000,-17600000000
"ICON (Ireland)",8200000000,26000000000,-17800000000
"HCA Healthcare",66700000000,84600000000,-17900000000
"GE HealthCare Technologies",19500000000,37400000000,-17900000000
Corning,12400000000,30300000000,-17900000000
"Shenzhen Inovance Technology",4500000000,22500000000,-18000000000
Teradyne,2600000000,20600000000,-18000000000
"Global Payments",9800000000,27900000000,-18100000000
"Vistra Energy",14600000000,32700000000,-18100000000
Wipro,10800000000,28900000000,-18100000000
"NARI Technology Development",7400000000,25500000000,-18100000000
"NAURA Technology GroupLtd",3300000000,21400000000,-18100000000
"Dell Technologies",88500000000,106700000000,-18200000000
KDDI,39800000000,58000000000,-18200000000
Waters,2900000000,21100000000,-18200000000
Roblox,2900000000,21100000000,-18200000000
"WEC Energy Group",8700000000,27000000000,-18300000000
"Zhangzhou Pientzehuang Pharmaceutical",1500000000,19800000000,-18300000000
"Iron Mountain",5600000000,24000000000,-18400000000
Holcim,30100000000,48600000000,-18500000000
"Assa Abloy",13500000000,32100000000,-18600000000
"Straumann Holding",2700000000,21300000000,-18600000000
"Kaspi.kz JSC",4500000000,23200000000,-18700000000
Brown-Forman,4200000000,22900000000,-18700000000
"Alexandria Real Estate Equities",3000000000,21700000000,-18700000000
"Deckers Outdoor",4100000000,22800000000,-18700000000
"SBA Communications",2700000000,21400000000,-18700000000
Hitachi,67300000000,86100000000,-18800000000
"Muyuan Foodstuff",15700000000,34600000000,-18900000000
Epiroc,5700000000,24600000000,-18900000000
"Consolidated Edison",14500000000,33600000000,-19100000000
SingTel,10600000000,29700000000,-19100000000
"Invitation Homes",2600000000,21700000000,-19100000000
Rollins,3200000000,22300000000,-19100000000
ItaÃºsa,1500000000,20700000000,-19200000000
Veralto,5000000000,24300000000,-19300000000
"T Rowe Price",6700000000,26100000000,-19400000000
"Cheniere Energy",17200000000,36700000000,-19500000000
DSM-Firmenich,11500000000,31000000000,-19500000000
"Galaxy Entertainment",2900000000,22400000000,-19500000000
"Sumitomo Mitsui Financial",61300000000,80900000000,-19600000000
Terumo,6400000000,26000000000,-19600000000
"Bharat Electronics Limited",2200000000,21800000000,-19600000000
"Johnson Controls International",26800000000,46500000000,-19700000000
"Westinghouse Air Brake Technologies",10000000000,29700000000,-19700000000
Legrand,9000000000,28700000000,-19700000000
"Barrick Gold",11500000000,31400000000,-19900000000
"Take-Two Interactive Software",5300000000,25200000000,-19900000000
PTC,2200000000,22100000000,-19900000000
"General Mills",20200000000,40200000000,-20000000000
UCB,5700000000,25700000000,-20000000000
"Abb India",1300000000,21300000000,-20000000000
"Church & Dwight",5900000000,26000000000,-20100000000
"Axon Enterprise",1700000000,21800000000,-20100000000
Paccar,35400000000,55600000000,-20200000000
"Truist Financial",33200000000,53500000000,-20300000000
"Celsius Holdings",1400000000,21700000000,-20300000000
Ferrovial,9200000000,29700000000,-20500000000
"Sun Hung Kai Properties",9200000000,29800000000,-20600000000
STMicroelectronics,16500000000,37200000000,-20700000000
"Mahindra & Mahindra",16800000000,37500000000,-20700000000
arGEN-X,1200000000,22000000000,-20800000000
"Woodside Energy Group",14000000000,34900000000,-20900000000
Vonovia,5300000000,26300000000,-21000000000
"Renesas Electronics",10100000000,31200000000,-21100000000
Adidas,23400000000,44500000000,-21100000000
EXOR,2800000000,23900000000,-21100000000
Fortive,6100000000,27200000000,-21100000000
Dollarama,4300000000,25400000000,-21100000000
"Mobileye Global",1900000000,23000000000,-21100000000
Cameco,1900000000,23000000000,-21100000000
"Ashtead Group",10700000000,31900000000,-21200000000
"Brown & Brown",4400000000,25600000000,-21200000000
"TD Bank Group",80200000000,101500000000,-21300000000
NTPC,21200000000,42500000000,-21300000000
"Evolution Gaming Group AB",2000000000,23300000000,-21300000000
"DuPont De Nemours",12000000000,33400000000,-21400000000
"HSBC Holdings",144900000000,166400000000,-21500000000
"Lindt & Sprungli",5800000000,27300000000,-21500000000
"Varun Beverages",2000000000,23600000000,-21600000000
CRH,34900000000,56600000000,-21700000000
Block,22900000000,44600000000,-21700000000
Snap,4800000000,26500000000,-21700000000
Manulife,26400000000,48200000000,-21800000000
"Royal Caribbean Group",14700000000,36500000000,-21800000000
"American Water Works",4300000000,26100000000,-21800000000
"Rockwell Automation",9000000000,30800000000,-21800000000
Baidu,18800000000,40700000000,-21900000000
"L3Harris Technologies",20200000000,42400000000,-22200000000
"Keysight Technologies",5300000000,27500000000,-22200000000
Corteva,16800000000,39300000000,-22500000000
"Equity Residential",2900000000,25400000000,-22500000000
Fanuc,5500000000,28000000000,-22500000000
"Tradeweb Markets",1400000000,24000000000,-22600000000
"Cellnex Telecom",4300000000,27100000000,-22800000000
"Reckitt Benckiser Group",18200000000,41100000000,-22900000000
Globalfoundries,7100000000,30000000000,-22900000000
"Transurban Group",2800000000,25700000000,-22900000000
Advantest,3400000000,26300000000,-22900000000
"Zijin Mining Group",40200000000,63200000000,-23000000000
Wesfarmers,28900000000,51900000000,-23000000000
"West Pharmaceutical Services",2900000000,25900000000,-23000000000
Etisalat,15000000000,38100000000,-23100000000
"Chunghwa Telecom",7100000000,30300000000,-23200000000
"ON Semiconductor Corp.",8200000000,31500000000,-23300000000
"Indian Railway Finance",3200000000,26500000000,-23300000000
"Anta Sports Products",8800000000,32100000000,-23300000000
"Adani Power Limited",6100000000,29400000000,-23300000000
Antofagasta,6300000000,29600000000,-23300000000
Kering,21200000000,44600000000,-23400000000
"US Bancorp",41200000000,64700000000,-23500000000
"Murata Manufacturing",11300000000,34800000000,-23500000000
AppLovin,3600000000,27100000000,-23500000000
Lasertec,1600000000,25100000000,-23500000000
Franco-Nevada,1200000000,24700000000,-23500000000
"BAE Systems",28700000000,52300000000,-23600000000
Kenvue,15500000000,39200000000,-23700000000
"Arch Capital Group",14100000000,37900000000,-23800000000
"Las Vegas Sands",11200000000,35000000000,-23800000000
Aena,5400000000,29200000000,-23800000000
"Hexagon ",5900000000,29700000000,-23800000000
"Ross Stores",20400000000,44400000000,-24000000000
"Bajaj Auto",5400000000,29400000000,-24000000000
"Rolls-Royce Holdings",20500000000,44700000000,-24200000000
Haleon,14000000000,38200000000,-24200000000
Coloplast,3700000000,27900000000,-24200000000
Cloudflare,1400000000,25600000000,-24200000000
Biogen,9300000000,33600000000,-24300000000
"Ares Management",3900000000,28300000000,-24400000000
"Airports of Thailand",1800000000,26400000000,-24600000000
Kimberly-Clark,20400000000,45200000000,-24800000000
"Otis Worldwide",14300000000,39100000000,-24800000000
"Flutter Entertainment",11800000000,36600000000,-24800000000
"Wheaton Precious Metals",1100000000,25900000000,-24800000000
"Liberty Media Corporation Series A Liberty Formula One",3400000000,28300000000,-24900000000
Zscaler,1900000000,26800000000,-24900000000
Beiersdorf,10200000000,35200000000,-25000000000
"Dr. Sulaiman Al-Habib Medical Services Group",2600000000,27700000000,-25100000000
"Amadeus IT Group ",6100000000,31400000000,-25300000000
Equifax,5400000000,30700000000,-25300000000
MongoDB,1700000000,27000000000,-25300000000
3M,32700000000,58200000000,-25500000000
"AvalonBay Communities",2800000000,28300000000,-25500000000
"Axis Bank",16700000000,42300000000,-25600000000
"Xiaomi  ",38200000000,63800000000,-25600000000
"Foshan Haitian Flavouring and Food",3500000000,29200000000,-25700000000
WEG,6700000000,32500000000,-25800000000
Pinterest,3200000000,29000000000,-25800000000
Ansys,2200000000,28600000000,-26400000000
"Ameriprise Financial",16600000000,43100000000,-26500000000
"Bank Mandiri",11600000000,38100000000,-26500000000
"Diamondback Energy",8700000000,35300000000,-26600000000
"East Money Information  ",1800000000,28400000000,-26600000000
"Vulcan Materials",7700000000,34300000000,-26600000000
Heico,3200000000,29800000000,-26600000000
"Electronic Arts",7500000000,34200000000,-26700000000
"Westpac Banking Group",35300000000,62100000000,-26800000000
Xylem,7900000000,34700000000,-26800000000
"Novonesis A/S",2600000000,29500000000,-26900000000
"Macquarie Group",19600000000,46600000000,-27000000000
IQVIA,15100000000,42100000000,-27000000000
"Howmet Aerospace",6900000000,33900000000,-27000000000
Garmin,5500000000,32800000000,-27300000000
Celltrion,1800000000,29100000000,-27300000000
"Public Service Enterprise Group",9700000000,37100000000,-27400000000
ResMed,4600000000,32100000000,-27500000000
"VICI Properties",3700000000,31700000000,-28000000000
"Asian Paints",4300000000,32300000000,-28000000000
"Agnico Eagle Mines",6900000000,35000000000,-28100000000
"Pernod Ricard",12600000000,40800000000,-28200000000
"National Grid",25400000000,53700000000,-28300000000
SMC,5400000000,33800000000,-28400000000
"Kinder Morgan",15100000000,43700000000,-28600000000
"Mettler-Toledo International",3800000000,32500000000,-28700000000
"Occidental Petroleum",27400000000,56200000000,-28800000000
"TC Energy",11400000000,40400000000,-29000000000
Gartner,6000000000,35000000000,-29000000000
"Kotak Mahindra Bank",11400000000,40500000000,-29100000000
"Martin Marietta Materials",6700000000,35800000000,-29100000000
HubSpot,2300000000,31400000000,-29100000000
"American Electric",19600000000,48800000000,-29200000000
"Adani Enterprises",12700000000,41900000000,-29200000000
"Vertiv Holdings",7000000000,36200000000,-29200000000
"Extra Space Storage",2900000000,32200000000,-29300000000
"Power Grid of India",5600000000,35000000000,-29400000000
"Northrop Grumman",40100000000,69600000000,-29500000000
"Titan (India)",6200000000,35800000000,-29600000000
"Oversea-Chinese Banking",18600000000,48300000000,-29700000000
"WW Grainger",16600000000,46400000000,-29800000000
"Beijing-Shanghai High-Speed Railway",5800000000,35700000000,-29900000000
"Trip.com Group",6300000000,36200000000,-29900000000
NASDAQ,6200000000,36200000000,-30000000000
HCLTech,13300000000,43400000000,-30100000000
"Japan Tobacco",20200000000,50400000000,-30200000000
"Larsen & Toubro",26700000000,56900000000,-30200000000
"Dominion Energy",14400000000,44800000000,-30400000000
Oneok,17800000000,48200000000,-30400000000
"TE Connectivity",15800000000,46200000000,-30400000000
"The Hershey Company",11400000000,41900000000,-30500000000
"Ingersoll Rand",6900000000,37400000000,-30500000000
"Avenue Supermarts",6100000000,36600000000,-30500000000
"Deutsche Boerse",6600000000,37200000000,-30600000000
Fastenal,7400000000,38000000000,-30600000000
Aflac,19300000000,50200000000,-30900000000
"Keurig Dr Pepper",14900000000,45800000000,-30900000000
Hikvision,12600000000,43500000000,-30900000000
"Saudi Telecom",19500000000,50500000000,-31000000000
"United Rentals",14500000000,45700000000,-31200000000
"PNC Financial Services",32400000000,63800000000,-31400000000
"ING Group",24500000000,55900000000,-31400000000
"Adani Ports & Special Economic Zone",3200000000,34600000000,-31400000000
"Kuwait Finance House",9300000000,40800000000,-31500000000
"Bank Rakyat Indonesia (BRI)",14900000000,46500000000,-31600000000
"Veeva Systems",2400000000,34000000000,-31600000000
Ametek,6700000000,38600000000,-31900000000
"ASM International",2800000000,34800000000,-32000000000
Comcast,121900000000,154100000000,-32200000000
Naspers,6100000000,38300000000,-32200000000
"Wolters Kluwer",6000000000,38300000000,-32300000000
"Fidelity National Information (FIS)",11200000000,43600000000,-32400000000
"Intesa Sanpaolo Assicura",42200000000,74800000000,-32600000000
"Lululemon Athletica",9600000000,42200000000,-32600000000
AutoZone,17800000000,50500000000,-32700000000
"NAB - National Australia Bank",38700000000,71500000000,-32800000000
"Yum! Brands",7000000000,39900000000,-32900000000
"The EstÃ©e Lauder Companies",15300000000,48300000000,-33000000000
Iberdrola,50500000000,83600000000,-33100000000
"Verisk Analytics",2700000000,35900000000,-33200000000
"CoStar Group",2500000000,35700000000,-33200000000
"Fair Isaac",1600000000,34900000000,-33300000000
"Partners Group Holding",2400000000,36000000000,-33600000000
"Monolithic Power Systems",1800000000,35500000000,-33700000000
"Adani Green Energy",1100000000,34800000000,-33700000000
Softbank,46700000000,80600000000,-33900000000
"Old Dominion Freight Line",5900000000,39800000000,-33900000000
Alcon,9600000000,43600000000,-34000000000
"Goldman Sachs Group",116700000000,150800000000,-34100000000
"Verizon Communications",134000000000,168600000000,-34600000000
"Lonza Group",7500000000,42100000000,-34600000000
"Luzhou Lao Jiao",3800000000,38500000000,-34700000000
Givaudan,7700000000,42500000000,-34800000000
"Waste Connections",8200000000,43200000000,-35000000000
